country,year,GDP per capita (current US$),"Life expectancy at birth, total (years)",iso3,country_name,region,income_group
ago,2007,3141.0459797605,53.642,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2008,4103.0669003635,54.633,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2009,3136.6454695595,55.752,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2010,3597.3429321633,56.726,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2011,4615.9105983178,57.596,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2012,5086.0274008638,58.623,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2013,5057.7478783316,59.307,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2014,5005.9997412707,60.04,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2015,3213.9026108006,60.655,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2016,1807.9529407264,61.092,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2017,2437.2597119082,61.68,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2018,2538.5913914337,62.144,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2019,2189.8557140762,62.448,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2020,1449.9228666931,62.261,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2021,1925.8746608217,61.643,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2022,2929.6944546727,61.929,ago,Angola,Sub-Saharan Africa ,Lower middle income
ago,2023,2308.1597673127,,ago,Angola,Sub-Saharan Africa ,Lower middle income
alb,1990,617.2304355155,73.144,alb,Albania,Europe & Central Asia,Upper middle income
alb,1991,336.5869945046,73.378,alb,Albania,Europe & Central Asia,Upper middle income
alb,1992,200.8522197723,73.715,alb,Albania,Europe & Central Asia,Upper middle income
alb,1993,367.2792250776,73.939,alb,Albania,Europe & Central Asia,Upper middle income
alb,1994,586.4161351309,74.131,alb,Albania,Europe & Central Asia,Upper middle income
alb,1995,750.6044491788,74.362,alb,Albania,Europe & Central Asia,Upper middle income
alb,1996,1009.977110534,74.592,alb,Albania,Europe & Central Asia,Upper middle income
alb,1997,717.3800477457,73.904,alb,Albania,Europe & Central Asia,Upper middle income
alb,1998,813.7893965804,74.99,alb,Albania,Europe & Central Asia,Upper middle income
alb,1999,1033.2425316242,75.183,alb,Albania,Europe & Central Asia,Upper middle income
alb,2000,1126.6833401072,75.404,alb,Albania,Europe & Central Asia,Upper middle income
alb,2001,1281.6598256178,75.639,alb,Albania,Europe & Central Asia,Upper middle income
alb,2002,1425.1242186014,75.89,alb,Albania,Europe & Central Asia,Upper middle income
alb,2003,1846.1201208121,76.142,alb,Albania,Europe & Central Asia,Upper middle income
alb,2004,2373.5812917006,76.376,alb,Albania,Europe & Central Asia,Upper middle income
alb,2005,2673.7878158353,76.621,alb,Albania,Europe & Central Asia,Upper middle income
alb,2006,2972.7436209474,76.816,alb,Albania,Europe & Central Asia,Upper middle income
alb,2007,3595.038295364,77.549,alb,Albania,Europe & Central Asia,Upper middle income
alb,2008,4370.5397163945,77.653,alb,Albania,Europe & Central Asia,Upper middle income
alb,2009,4114.1340328302,77.781,alb,Albania,Europe & Central Asia,Upper middle income
alb,2010,4094.3496857048,77.936,alb,Albania,Europe & Central Asia,Upper middle income
alb,2011,4437.1411609706,78.092,alb,Albania,Europe & Central Asia,Upper middle income
alb,2012,4247.6313431594,78.064,alb,Albania,Europe & Central Asia,Upper middle income
alb,2013,4413.0633834682,78.123,alb,Albania,Europe & Central Asia,Upper middle income
alb,2014,4578.6332081215,78.407,alb,Albania,Europe & Central Asia,Upper middle income
alb,2015,3952.8035736481,78.644,alb,Albania,Europe & Central Asia,Upper middle income
alb,2016,4124.0553898627,78.86,alb,Albania,Europe & Central Asia,Upper middle income
alb,2017,4531.0322067589,79.047,alb,Albania,Europe & Central Asia,Upper middle income
alb,2018,5365.489346729,79.184,alb,Albania,Europe & Central Asia,Upper middle income
alb,2019,5460.4282373059,79.282,alb,Albania,Europe & Central Asia,Upper middle income
alb,2020,5370.7786231293,76.989,alb,Albania,Europe & Central Asia,Upper middle income
alb,2021,6413.2832860503,76.463,alb,Albania,Europe & Central Asia,Upper middle income
alb,2022,6846.4261426604,76.833,alb,Albania,Europe & Central Asia,Upper middle income
alb,2023,8575.1711344621,,alb,Albania,Europe & Central Asia,Upper middle income
and,1990,19563.6574722488,,and,Andorra,Europe & Central Asia,High income
and,1991,19533.2620668023,,and,Andorra,Europe & Central Asia,High income
and,1992,20099.5352208543,,and,Andorra,Europe & Central Asia,High income
and,1993,15916.8395162087,,and,Andorra,Europe & Central Asia,High income
and,1994,15748.5307503373,,and,Andorra,Europe & Central Asia,High income
and,1995,18443.2545197741,,and,Andorra,Europe & Central Asia,High income
and,1996,19130.1597151312,,and,Andorra,Europe & Central Asia,High income
and,1997,18247.9995651361,,and,Andorra,Europe & Central Asia,High income
and,1998,18536.5084282698,,and,Andorra,Europe & Central Asia,High income
and,1999,18875.2883698571,,and,Andorra,Europe & Central Asia,High income
and,2000,21810.2487431414,,and,Andorra,Europe & Central Asia,High income
and,2001,23511.2951475737,,and,Andorra,Europe & Central Asia,High income
and,2002,26528.130158144,,and,Andorra,Europe & Central Asia,High income
and,2003,34063.5784034776,,and,Andorra,Europe & Central Asia,High income
and,2004,39021.1278101878,,and,Andorra,Europe & Central Asia,High income
and,2005,40829.801876968,,and,Andorra,Europe & Central Asia,High income
and,2006,43467.2109930745,,and,Andorra,Europe & Central Asia,High income
and,2007,48336.2283329823,,and,Andorra,Europe & Central Asia,High income
and,2008,49132.515707808,,and,Andorra,Europe & Central Asia,High income
and,2009,43975.0183668093,,and,Andorra,Europe & Central Asia,High income
and,2010,42746.8309526019,,and,Andorra,Europe & Central Asia,High income
and,2011,46657.1561173756,,and,Andorra,Europe & Central Asia,High income
and,2012,41500.5435791686,,and,Andorra,Europe & Central Asia,High income
and,2013,42470.3161159692,,and,Andorra,Europe & Central Asia,High income
and,2014,44369.659691379,,and,Andorra,Europe & Central Asia,High income
and,2015,38654.9347203095,,and,Andorra,Europe & Central Asia,High income
and,2016,40129.8192007698,,and,Andorra,Europe & Central Asia,High income
and,2017,40672.9943348258,,and,Andorra,Europe & Central Asia,High income
and,2018,42819.7745797624,,and,Andorra,Europe & Central Asia,High income
and,2019,41257.8045846483,,and,Andorra,Europe & Central Asia,High income
and,2020,37361.0900666982,,and,Andorra,Europe & Central Asia,High income
and,2021,42425.6996756291,,and,Andorra,Europe & Central Asia,High income
and,2022,42414.0590092117,,and,Andorra,Europe & Central Asia,High income
and,2023,46812.4484486309,,and,Andorra,Europe & Central Asia,High income
are,1990,26709.993440327,71.9,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,1991,25690.9686321448,72.241,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,1992,25648.2727760844,72.306,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,1993,25032.7822702907,72.521,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,1994,25472.6396578979,72.598,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,1995,27003.2006807782,72.695,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,1996,28323.1650870532,72.767,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,1997,27982.7957040564,72.937,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,1998,24889.4269192279,73.066,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,1999,25855.8605046587,73.67,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2000,29865.502347066,74.38,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2001,27745.1708087672,74.636,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2002,27753.6089526346,74.901,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2003,29659.5428567811,76.222,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2004,33376.7152295209,76.453,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2005,38719.3138307623,76.683,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2006,44342.6048322482,76.909,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2007,45854.7325158162,77.129,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2008,50054.1700681803,77.488,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2009,37803.0663738777,78.003,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2010,43696.6712597922,78.334,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2011,50789.0505418347,78.517,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2012,52034.4762466073,78.716,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2013,52023.5170958751,78.853,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2014,51381.4069909213,79.044,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2015,43534.9972681733,79.223,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2016,41326.4018161834,79.335,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2017,42340.5917145576,79.504,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2018,45689.8570040215,79.627,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2019,44251.4541390148,79.726,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2020,37173.8754100281,78.946,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2021,43360.0211014806,78.71,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2022,49899.0652978649,79.196,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
are,2023,49040.6947525825,,are,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income
arg,1990,4315.3332935867,71.784,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,1991,5709.247840795,72.319,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,1992,6789.9961113649,72.43,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,1993,6931.8559637588,72.565,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,1994,7437.5624232759,73.172,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,1995,7357.6162773788,73.133,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,1996,7663.2127128747,73.307,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,1997,8146.7871002143,73.09,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,1998,8218.9921276468,73.474,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,1999,7705.5428825285,73.722,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2000,7637.0148920363,73.926,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2001,7141.4750766283,74.186,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2002,2569.6996351912,74.408,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2003,3320.477751339,74.08,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2004,4242.0209908942,74.855,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2005,5067.6534229328,75.139,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2006,5869.380289702,75.433,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2007,7185.2515514703,75.006,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2008,8944.1102657357,75.641,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2009,8150.2352702822,75.936,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2010,10260.1313108254,75.721,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2011,12704.2831819684,76.124,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2012,12949.717486654,76.467,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2013,12963.675773326,76.491,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2014,12233.1444119186,76.755,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2015,13679.6264980954,76.76,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2016,12699.9623137756,76.308,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2017,14532.5009308511,76.833,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2018,11752.7998922979,76.999,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2019,9955.9747868043,77.284,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2020,8535.5993800439,75.892,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2021,10738.0179223384,75.39,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2022,13935.6811110049,76.064,arg,Argentina,Latin America & Caribbean ,Upper middle income
arg,2023,14187.4827252965,,arg,Argentina,Latin America & Caribbean ,Upper middle income
arm,1990,635.3553275025,68.821,arm,Armenia,Europe & Central Asia,Upper middle income
arm,1991,572.740260901,68.643,arm,Armenia,Europe & Central Asia,Upper middle income
arm,1992,356.3507800069,68.627,arm,Armenia,Europe & Central Asia,Upper middle income
arm,1993,347.8706447209,68.841,arm,Armenia,Europe & Central Asia,Upper middle income
arm,1994,390.8799642977,69.073,arm,Armenia,Europe & Central Asia,Upper middle income
arm,1995,443.924860858,69.311,arm,Armenia,Europe & Central Asia,Upper middle income
arm,1996,487.0686244046,69.783,arm,Armenia,Europe & Central Asia,Upper middle income
arm,1997,505.035887058,69.91,arm,Armenia,Europe & Central Asia,Upper middle income
arm,1998,590.2399473335,70.514,arm,Armenia,Europe & Central Asia,Upper middle income
arm,1999,582.6698861509,70.257,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2000,593.4505817423,70.624,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2001,659.5889885356,70.932,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2002,742.6511183198,71.018,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2003,882.0301676955,71.436,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2004,1130.0879144416,71.421,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2005,1557.4845890865,71.792,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2006,2041.65267069,71.987,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2007,2962.7023459457,72.327,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2008,3777.6685931377,72.398,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2009,2820.5926553347,72.813,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2010,3041.3445072334,73.16,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2011,3349.5530977191,73.305,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2012,3511.5639968743,73.454,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2013,3680.1669215889,73.676,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2014,3852.1180061038,74.058,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2015,3512.3935027671,74.436,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2016,3524.4247687471,74.664,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2017,3869.0537386775,74.906,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2018,4196.0056230177,75.064,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2019,4597.2288739955,75.439,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2020,4268.6809330458,72.173,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2021,4685.1799712851,72.043,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2022,6571.974455451,73.372,arm,Armenia,Europe & Central Asia,Upper middle income
arm,2023,8053.0106631235,,arm,Armenia,Europe & Central Asia,Upper middle income
asm,2002,8972.696365357,,asm,American Samoa,East Asia & Pacific,High income
asm,2003,9197.6619683699,,asm,American Samoa,East Asia & Pacific,High income
asm,2004,8958.4286669717,,asm,American Samoa,East Asia & Pacific,High income
asm,2005,8831.2697599661,,asm,American Samoa,East Asia & Pacific,High income
asm,2006,8745.166211374,,asm,American Samoa,East Asia & Pacific,High income
asm,2007,9231.3724092456,,asm,American Samoa,East Asia & Pacific,High income
asm,2008,10030.8089130902,,asm,American Samoa,East Asia & Pacific,High income
asm,2009,12156.0293905777,,asm,American Samoa,East Asia & Pacific,High income
asm,2010,10375.1720141957,,asm,American Samoa,East Asia & Pacific,High income
asm,2011,10383.459331451,,asm,American Samoa,East Asia & Pacific,High income
asm,2012,11745.4899153958,,asm,American Samoa,East Asia & Pacific,High income
asm,2013,11813.5022034589,,asm,American Samoa,East Asia & Pacific,High income
asm,2014,12026.3344929488,,asm,American Samoa,East Asia & Pacific,High income
asm,2015,12727.4102651386,,asm,American Samoa,East Asia & Pacific,High income
asm,2016,12843.3342903627,,asm,American Samoa,East Asia & Pacific,High income
asm,2017,11863.6839452565,,asm,American Samoa,East Asia & Pacific,High income
asm,2018,12552.0546868861,,asm,American Samoa,East Asia & Pacific,High income
asm,2019,12886.1359517218,,asm,American Samoa,East Asia & Pacific,High income
asm,2020,14489.2586563775,,asm,American Samoa,East Asia & Pacific,High income
asm,2021,15236.1604875571,,asm,American Samoa,East Asia & Pacific,High income
asm,2022,18017.4589383973,,asm,American Samoa,East Asia & Pacific,High income
atg,1990,7590.3433322645,73.492,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,1991,7956.0068690332,73.435,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,1992,8153.2778042312,73.417,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,1993,8624.1684073572,73.482,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,1994,9351.044265695,73.591,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,1995,9033.932376407,73.636,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,1996,9755.6615398367,73.829,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,1997,10335.8421543438,73.96,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,1998,10906.5205071392,74.041,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,1999,11341.9327072844,74.347,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2000,12021.463208189,74.606,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2001,11535.7742945854,75.078,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2002,11657.3487497259,75.536,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2003,12171.3773760407,75.478,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2004,13036.0075900543,75.672,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2005,14366.2912765172,75.825,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2006,16172.2513541282,75.765,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2007,18203.5151277783,76.131,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2008,18785.4682161899,76.41,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2009,16471.3678310675,76.669,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2010,15216.3098400792,76.82,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
atg,2011,14841.9709613705,77.104,atg,Antigua and Barbuda,Latin America & Caribbean ,High income
