country,year,gdp per capita (current us$),"inflation, consumer prices (annual %)",poverty headcount ratio at $6.85 a day (2017 ppp) (% of population),"literacy rate, adult total (% of people ages 15 and above)","school enrollment, secondary (% gross)",individuals using the internet (% of population),mobile cellular subscriptions (per 100 people),electric power consumption (kwh per capita),rural population (% of total population),population growth (annual %),renewable energy consumption (% of total final energy consumption),total greenhouse gas emissions excluding lulucf per capita (t co2e/capita)
14830,2017,3869.05373867752,0.969553268816138,48.7,100.0,85.793701171875,64.7,122.3218158,2006.10861247231,36.897,-0.432038450211669,12.6,2.97647177284017
15090,2018,4196.00562301769,2.52023382001638,48.9,100.0,88.5765686035156,68.2,126.1831509,1938.69989895588,36.851,-0.349674218173286,11.1,3.02967329067026
15350,2019,4597.22887399548,1.44344660770698,52.1,100.0,93.6171493530273,66.5,128.2969735,2084.05063291139,36.781,-0.219168932037313,10.3,3.19713080168776
15610,2020,4268.68093304583,1.21143577838465,53.2,100.0,94.89111328125,76.5,124.3508359,2114.13135235523,36.687,-0.0337609726366775,8.4,3.37450616241769
15870,2021,4685.17997128509,7.18483629443371,51.7,100.0,97.3015594482422,78.6,128.961359,2262.09364345272,36.569,0.0270096898904032,9.1,3.60240353779158
16130,2022,6571.97445545099,8.64091108973855,51.3,100.0,96.8645629882812,77.0,135.2539805,2403.67775831874,36.427,0.2326562627468,9.1,3.49067088778122
16390,2023,8053.01066312345,1.98041877615554,51.3,100.0,95.1246490478516,80.0,135.2539805,2403.67775831874,36.261,0.728178919340382,9.1,3.62309003978735
16650,2024,8053.01066312345,0.269511978259125,51.3,100.0,95.1246490478516,80.0,135.2539805,2403.67775831874,36.261,0.728178919340382,9.1,3.62309003978735
13538,2012,1071.52583567484,6.74468253340712,92.0,32.9488182067871,47.4146003723145,4.5,83.96026074,85.5000314013051,55.875,2.96766540040992,50.3,1.12467645355103
13798,2013,1168.92699314206,0.428888888888792,92.0,32.9488182067871,54.0870780944824,4.9,93.39120338,91.5132310389721,55.358,2.94885160135819,52.0,1.1663734819309
14058,2014,1204.39918700511,-0.548757550948091,92.0,32.9488182067871,54.7326316833496,6.0,81.58793478,104.261068264345,54.834,2.9550187594558,51.0,1.18410655154794
14318,2015,1002.41886882564,0.218785923536154,91.8,32.9488182067871,57.3949584960938,11.3,85.22948043,96.9132044108975,54.305,2.95391627666724,49.9,1.19739300839448
14578,2016,1010.53389609187,-0.793310145785534,91.8,32.9488182067871,57.529670715332,14.5,78.97356015,92.068263531,53.771,2.92460216679542,45.4,1.30837807520396
14838,2017,1054.97408141687,0.0432648555103608,91.8,38.871208190918,57.529670715332,18.7,75.65070229,95.1014055074096,53.232,2.88117869411855,45.4,1.29932606741984
15098,2018,1151.74096952152,0.919170717886054,83.6,38.871208190918,57.529670715332,19.0,79.24062635,96.9043345066564,52.688,2.8136418840483,44.0,1.3847467893777
15358,2019,1130.82135304977,0.732849371240975,83.6,38.871208190918,57.529670715332,20.5,84.21052161,98.6897288428983,52.139,2.73538842831436,46.5,1.34892201507768
15618,2020,1197.50136428063,3.02272119663769,83.6,38.871208190918,45.7407913208008,22.1,88.11818884,98.4685048831427,51.585,2.66259875153288,46.2,1.35061757808946
15878,2021,1318.83497843483,1.73353962694036,81.4,43.834171295166,46.0770416259766,28.2,97.96018203,113.244820465956,51.028,2.59230167510348,54.5,1.19422217321656
16138,2022,1264.70765976655,1.35077863583527,81.4,47.0999984741211,45.3651695251465,30.0,108.9652901,105.309051541913,50.466,2.54740926342667,54.5,1.20752925560309
16398,2023,1394.37330217623,2.73102465280233,81.4,47.0999984741211,45.3651695251465,32.2,108.9652901,105.309051541913,49.9,2.52274772277722,54.5,1.18343560082131
16658,2024,1394.37330217623,2.73102465280233,81.4,47.0999984741211,45.3651695251465,32.2,108.9652901,105.309051541913,49.9,2.52274772277722,54.5,1.18343560082131
14059,2014,764.861675106225,-0.258089517535384,92.9,35.0,29.732629776001,6.0,68.76444495,97.8635627240981,73.066,2.9733794200807,78.9,1.45749783825205
14319,2015,630.124750752312,0.724838981070517,92.9,35.0,33.0902481079102,6.55,77.18176266,112.794646056738,72.47,2.96196306547686,78.8,1.50127650201542
14579,2016,663.742364842886,0.441041448058902,92.9,35.0,35.1508483886719,7.14,79.91513371,108.612135513189,71.866,2.92508251378454,77.1,1.49535636572623
14839,2017,709.091535894695,1.48299897161325,92.9,35.0,37.3736114501953,7.79,90.47440751,111.890743966382,71.257,2.85291595529266,74.6,1.50708689130568
15099,2018,777.465618514048,1.95594302672523,87.2,39.0,39.8208885192871,8.5,94.83338248,117.475592867661,70.642,2.69713675384815,73.7,1.52159026235466
15359,2019,764.853077774946,-3.2333893398333,87.2,30.0,40.2732582092285,9.27,97.19768463,122.555380338625,70.02,2.52989803984158,72.7,1.54771368620632
15619,2020,825.237038782475,1.88443993781991,87.2,30.0,39.4295806884766,10.8,102.7626369,130.36176787318,69.393,2.43522959287393,73.1,1.34201387514788
15879,2021,895.535288442991,3.65353287214209,88.1,36.9673805236816,38.2898712158203,12.6,111.6631328,129.709864992171,68.76,2.37649218888363,71.2,1.52962620144729
16139,2022,836.118304593682,14.2902354303358,88.1,34.4900016784668,33.724910736084,14.6,111.6631328,131.191746177691,68.123,2.30907147387783,71.4,1.51143731686801
16399,2023,882.689810086163,0.742910428668841,88.1,34.4900016784668,30.9303798675537,17.0,111.6631328,131.191746177691,67.48,2.26973666268599,71.4,1.49644468008375
16659,2024,882.689810086163,4.19113446375394,88.1,34.4900016784668,30.9303798675537,17.0,111.6631328,131.191746177691,67.48,2.26973666268599,71.4,1.49644468008375
13280,2011,837.336944695647,11.3951651552399,89.4,59.0,51.5034958279718,4.5,56.1667898,258.882228287795,68.775,0.908525895582217,38.4,1.33522536166099
13540,2012,859.680536375497,6.21750422069284,89.4,58.0,53.6534004211426,5.0,63.89610407,276.694215863057,68.007,0.958355912717609,37.3,1.35427138207642
13800,2013,958.262989798283,7.53040640913172,89.4,61.0,57.9590161381221,6.63,75.66900657,296.341695089956,67.238,0.938408350120779,37.0,1.35990601444594
14060,2014,1094.46199702838,6.99163889220849,89.4,61.0,57.9590161381221,11.9,81.34459807,326.502853047843,66.465,0.911167733810249,35.4,1.39004462186667
14320,2015,1224.38647668165,6.19428022984984,89.4,65.0,62.0312309265137,12.9,83.23875309,348.932681283763,65.692,0.89381937776758,33.1,1.43405848367474
14580,2016,1649.28380858601,5.51352572692995,86.9,73.0,66.9232483057473,18.1,85.10324101,412.780315331328,64.917,0.892432416039535,30.2,1.46518232241622
14840,2017,1811.08221668646,5.70207015717239,86.9,73.0,64.8559520731683,21.5,93.29458051,443.212945924414,64.142,0.850917315689336,28.1,1.52645774364441
15100,2018,1965.24372731467,5.54362139486476,86.9,74.0,67.4213697322793,25.6,98.83168698,471.126089137386,63.368,0.820955197842845,27.0,1.54451631216905
15360,2019,2129.79896954606,5.59199639930629,86.9,75.0,67.2209189141778,30.4,100.0336994,515.10173042395,62.595,0.84641125179804,26.1,1.55140537539614
15620,2020,2248.85078828233,5.69107474746211,86.9,75.0,69.0135708627668,36.1,105.2911628,509.945926958218,61.823,0.836310836229073,27.2,1.51270167828332
15880,2021,2482.84917843357,5.54565430773473,86.9,76.0,70.2933328560227,38.9,108.9094426,574.118203146015,61.054,0.814977993693211,25.0,1.60690052193724
16140,2022,2716.48592677835,7.69695437176898,74.1,76.0,71.8219832597133,41.6,105.2642491,602.674747324137,60.289,1.02423384746683,25.0,1.64411883782059
16400,2023,2551.01772674142,9.8835030377921,74.1,76.0,71.4947068269712,44.5,105.2642491,602.674747324137,59.527,1.22171475464107,25.0,1.64101848408256
16660,2024,2551.01772674142,10.4657482763412,74.1,76.0,71.4947068269712,44.5,105.2642491,602.674747324137,59.527,1.22171475464107,25.0,1.64101848408256
13281,2011,7857.16706984441,4.21990346601873,14.1,98.0,96.4361267089844,48.0,138.869183,4863.69144110061,27.362,-0.641228920515067,13.2,9.24444308963889
13541,2012,7430.7373804242,2.95456829831022,14.1,98.0,95.3903503417969,51.9,143.966837,4757.12192686228,27.025,-0.579220596364389,15.6,8.57387904112409
13801,2013,7687.71368243317,0.890093540913002,13.2,98.0,100.78581237793,53.1,141.1194769,4643.97328879171,26.687,-0.559647217410859,18.2,7.89368096719735
14061,2014,7912.27484371138,-1.4181838026484,11.0,98.0,104.942199707031,55.5,128.6861675,4709.61960083268,26.349,-0.568389264052903,17.1,8.30281212269541
14321,2015,7078.86032298969,-0.104633261008385,14.1,98.0,103.889343261719,56.7,125.7944108,4857.48728300161,26.01,-0.638069468160719,17.9,8.8980189582294
14581,2016,7570.93165511708,-0.79864988645371,10.4,98.0,103.003921508789,59.8,123.8462766,4956.63331660078,25.671,-0.701382097841331,17.7,8.60912351627187
14841,2017,8381.88134621669,2.06159619443141,9.4,98.0,103.46102142334,63.4,118.8025553,5180.50799419498,25.331,-0.730443175298289,17.1,9.00526812877485
15101,2018,9436.14479876055,2.81454473824829,8.0,98.0,104.043922424316,64.8,117.8397093,5114.4214614101,24.992,-0.722080405222853,19.6,8.54812579634812
15361,2019,9838.60058985384,3.10372944796781,7.2,98.0,102.656936645508,67.9,115.3427025,5117.72120633147,24.653,-0.703905641117455,19.3,8.37565965921137
15621,2020,10198.5388313404,1.67244096855756,4.5,98.0,101.354942321777,70.2,113.849275,5011.67072756549,24.314,-0.60024151846542,21.1,7.72509145134529
15881,2021,12274.0775950496,3.29774435299515,5.8,98.4199981689453,98.7087631225586,75.3,114.7677533,5261.46440772794,23.975,-0.814846471528947,20.4,8.72813944923502
16141,2022,13644.201582807,15.3252589264366,5.8,98.4199981689453,96.6720733642578,79.1,117.4346239,5387.96542212904,23.637,-3.46781051603393,20.4,9.66874414073437
16401,2023,15885.5391311331,9.44284140088564,5.8,98.4199981689453,96.6720733642578,80.4,117.4346239,5387.96542212904,23.299,-3.00602010787702,20.4,8.27914452836815
16661,2024,15885.5391311331,2.44651943006079,5.8,98.4199981689453,96.6720733642578,80.4,117.4346239,5387.96542212904,23.299,-3.00602010787702,20.4,8.27914452836815
13284,2011,4982.69375768263,3.67125,5.8,98.1420364379883,84.51416015625,43.9,84.72248715,3271.68917189009,54.122,-1.84492216631166,14.2,8.45128464978601
13544,2012,4693.78899115381,2.05267452001717,5.8,98.1420364379883,85.3761291503906,45.1,91.37722507,3417.33347174869,53.801,-1.93437927837206,15.3,8.04138728153602
13804,2013,5034.56616016469,-0.0930456838317588,5.8,97.0,84.7301177978516,48.5,96.42745189,3408.60720399218,53.481,-1.62767576055568,19.5,8.12238860614607
14064,2014,5206.06558252,-0.897194054194333,5.8,97.0,84.6013412475586,49.9,97.76313417,3366.78140802827,53.16,-1.2829607801223,23.6,7.81608318379367
14324,2015,4662.25883724069,-1.03602303425474,5.8,97.0,83.0699996948242,52.6,97.70724826,3438.92539549774,52.827,-1.30696713269434,25.2,7.9064021138307
14584,2016,4928.5665251728,-1.58410000000002,5.8,97.0,82.9606018066406,60.3,97.78962053,3642.95683015534,52.482,-1.30267774814121,23.0,8.99129658108559
14844,2017,5345.01985489192,0.810133321953039,5.8,97.0,84.2743606567383,64.9,100.001686,3864.45870454011,52.124,-1.28437067954589,18.5,9.28327561436144
15104,2018,6047.84584261133,1.41710814018034,5.8,97.0,86.1026916503906,70.1,101.7919614,3898.73043991733,51.755,-1.22313569369776,35.4,9.51638618246236
15364,2019,6122.3753450882,0.56278215406123,5.8,97.0,85.8158111572266,69.9,111.7477784,3735.12979845065,51.374,-1.23185506471358,36.8,9.12434580678176
15624,2020,6130.31133245161,-1.0512960076349,5.8,97.0,85.2992401123047,73.2,105.7638198,3513.72346484109,50.98,-1.39008469041609,37.7,9.22751730720212
15884,2021,7295.3438240957,1.98163900587622,5.8,97.0,84.969841003418,75.7,113.9969422,3835.85723720279,50.575,-1.66384860150923,36.6,9.33114570001544
16144,2022,7655.59421024383,14.0208440826771,5.8,98.3000030517578,85.2915191650391,78.8,117.8877485,3772.15191453325,50.159,-1.24363802761194,36.6,9.43574673255945
16404,2023,8638.66620201187,6.1059011284828,5.8,98.3000030517578,84.2911529541016,83.4,117.8877485,3772.15191453325,49.731,-0.617510129445164,36.6,9.22992973787414
16664,2024,8638.66620201187,1.69212733599724,5.8,98.3000030517578,84.2911529541016,83.4,117.8877485,3772.15191453325,49.731,-0.617510129445164,36.6,9.22992973787414
15365,2019,6837.76832136779,5.59815595039854,2.4,100.0,94.9205322265625,82.8,120.1910673,3759.65072563435,20.956,-0.201786600970723,7.8,9.69671407694338
15625,2020,6542.8645398436,5.54814357456511,1.3,100.0,95.0074691772461,85.1,121.490553,3764.62480831458,20.517,-0.42347525027949,8.4,9.44360909309557
15885,2021,7489.71894713888,9.46028389623103,1.3,100.0,95.2133865356445,86.9,122.7801287,4094.66830993751,20.09,-0.82823272086807,8.2,9.53446810752065
16145,2022,7994.64806074889,15.209675274081,1.3,100.0,94.5358963012695,89.5,123.4472552,3902.76581096959,19.674,-0.804228426880244,8.2,9.40641874125156
16405,2023,7829.05313660622,5.0005990309131,1.3,100.0,93.5995101928711,91.5,123.4472552,3902.76581096959,19.269,-0.540824986374776,8.2,9.18226886945706
16665,2024,7829.05313660622,5.78531910428,1.3,100.0,93.5995101928711,91.5,123.4472552,3902.76581096959,19.269,-0.540824986374776,8.2,9.18226886945706
13288,2011,2315.52121930607,9.88446419823883,23.5,92.0,86.1704177856445,30.0,80.34893557,610.691212588278,33.126,1.62276978666345,18.1,4.02945077698378
13548,2012,2575.59857098084,4.51560291399376,23.7,94.0,88.1365280151367,35.3,89.81531826,635.139081575004,32.685,1.59965176170266,17.4,4.13176088149963
13808,2013,2870.02377000756,5.73640023719607,21.8,94.0,89.9264221191406,37.0,97.04333351,666.691130106056,32.301,1.57374447646261,16.0,4.23600678785555
14068,2014,3041.43503118107,5.76660074579144,20.2,94.0,90.5977325439453,34.6,95.72549681,695.278631321477,31.953,1.54455877769864,15.0,4.26571829297159
14328,2015,2996.01289804214,4.05961041135645,20.5,92.0,91.7968215942383,37.5,91.63886556,746.093517711096,31.607,1.51686119793977,14.2,4.28899366801017
14588,2016,3035.8734778704,3.62321431764138,22.0,92.0,91.8639373779297,39.7,89.7292164,760.910982270157,31.262,1.48970583998181,13.6,4.3820136278826
14848,2017,3306.30301176558,2.8227580554717,21.0,92.0,90.6840209960938,43.8,95.86980372,772.350725504595,30.92,1.46124572329841,14.3,4.37447392311417
15108,2018,3500.72642189371,2.27205987230155,19.1,92.0,90.0090026855469,44.3,98.61224848,791.163438638737,30.575,1.43337090655267,14.3,4.36883839654763
15368,2019,3503.8960106182,1.83954504969026,15.5,92.0,90.0654907226562,47.5,99.24869117,802.304027987764,30.227,1.40657823805422,13.5,4.3853146490057
15628,2020,3099.94219044572,0.940742153381849,17.3,94.0,90.0048294067383,59.9,98.89563329,769.784176923756,29.877,1.23396442673807,16.9,4.06354815496798
15888,2021,3384.84486479247,0.737383721452275,15.2,94.0,91.4961090087891,66.0,99.62307127,833.601399304369,29.525,1.01931284088344,12.8,4.36516114115684
16148,2022,3643.92826968677,1.74632872945969,15.2,94.0,91.4673690795898,67.4,99.62307127,859.308409911805,29.17,1.16425907336882,12.8,4.43005860486668
16408,2023,3686.27996490544,2.57688800489192,15.2,94.0,92.400520324707,70.2,99.62307127,859.308409911805,28.814,1.37334382280772,12.8,4.50710416289106
16668,2024,3686.27996490544,5.09976568317427,15.2,94.0,92.400520324707,70.2,99.62307127,859.308409911805,28.814,1.37334382280772,12.8,4.50710416289106
13549,2012,12521.7213530369,5.40349914036997,28.2,91.0,94.3209762573242,48.6,124.1756934,2530.977463284,15.077,0.811598483382088,43.5,6.09300587007227
13809,2013,12458.891214816,6.20431066640101,25.7,91.0,103.917678833008,51.0,134.3929329,2600.67222764742,14.791,0.810511647523289,42.3,6.22595621902221
14069,2014,12274.9939689363,6.32904015516139,24.3,92.0,102.635528564453,54.6,137.9776265,2690.2149503596,14.508,0.806314177734439,41.7,6.33797333671883
14329,2015,8936.19661756825,9.02990102416136,25.3,92.0,100.920516967773,58.3,125.6477067,2628.0976910972,14.23,0.791721773592796,43.7,6.20950537519842
14589,2016,8836.28652636996,8.73914352329393,27.0,93.0,102.569511413574,60.9,117.9869738,2592.61337303819,13.958,0.761972670496742,45.4,6.0419441743269
14849,2017,10080.5092817775,3.44637335032669,27.1,93.0,103.015960693359,67.5,106.1217992,2610.16613569938,13.691,0.72824666001736,45.3,6.0528531896471
15109,2018,9300.66164936497,3.66485028376729,26.7,93.0,105.00707244873,70.4,99.64002652,2640.41643831267,13.431,0.683439571425594,46.9,5.90028363920668
15369,2019,9029.83326742175,3.73297621216894,26.2,93.0,103.953277587891,73.9,95.38505233,2661.18328561313,13.176,0.651994346081362,47.5,5.8827215532564
15629,2020,7074.19378281866,3.21176803803376,18.7,93.0,104.125999450684,81.3,96.54706819,2624.84323723758,12.927,0.579350709708032,50.0,5.82763439629943
15889,2021,7972.53665048385,8.30165975585673,28.4,93.0,106.651901245117,80.7,102.48887,2723.96659104663,12.683,0.425360907216456,46.5,6.17756947647136
16149,2022,9281.33334441234,9.28010608956873,23.5,94.6900024414062,106.031188964844,80.5,98.89102076,2787.76089640442,12.445,0.360180890872169,46.5,6.17427385655354
16409,2023,10294.866680778,4.59356282283204,23.5,94.6900024414062,106.031188964844,84.2,98.89102076,2916.48609397384,12.212,0.395928695574996,46.5,6.1578308749706
16669,2024,10294.866680778,4.36746407652337,23.5,94.6900024414062,106.031188964844,84.2,98.89102076,2916.48609397384,12.212,0.395928695574996,46.5,6.1578308749706
15893,2021,7808.20623956293,7.24097765588442,63.5,86.8231811523438,70.0183868408203,78.7,160.7369816,1455.7925845357,28.44,1.49130106425067,27.4,4.80861282871409
16153,2022,8329.04032229144,11.665567478802,63.5,86.8231811523438,70.0183868408203,80.4,165.3049695,1522.19852354121,27.776,1.58848021878269,27.4,5.07920022689529
16413,2023,7820.23240375076,5.0676154934383,63.5,86.8231811523438,70.0183868408203,81.4,165.3049695,1522.19852354121,27.133,1.64031664035479,27.4,5.12562473692104
16673,2024,7820.23240375076,2.81835131676251,63.5,86.8231811523438,70.0183868408203,81.4,165.3049695,1522.19852354121,27.133,1.64031664035479,27.4,5.12562473692104
13299,2011,14487.3927827263,3.34121694259302,20.9,97.0,90.9826202392578,52.2,129.9394599,3559.16637198089,12.868,0.986604121119825,28.8,6.51682221618763
13559,2012,15241.9069977366,3.00744840213047,20.9,97.0,89.5031433105469,55.1,138.0537951,3781.69701341717,12.811,0.959562935237505,30.3,6.67972516197875
13819,2013,15683.54863663,1.7895555398459,12.5,96.0,99.1520767211914,58.0,135.1310128,3854.52461541541,12.754,0.95374468290385,30.2,6.71715721699874
14079,2014,14529.6767210362,4.71867527854672,12.5,96.0,99.8654403686523,61.1,133.8868853,3716.31635234613,12.697,0.996818460180589,27.0,6.21284082490143
14339,2015,13433.9202985339,4.34877353217044,9.7,97.0,100.921676635742,76.6,129.861175,3973.20977136881,12.64,1.0215666887643,25.1,6.44020473608023
14599,2016,13649.8520455553,3.78619355893118,9.7,97.0,101.488136291504,83.6,128.8584324,4185.58466008595,12.578,1.2094154366484,24.6,6.64516512938668
14859,2017,14879.9086230423,2.18271846868519,7.5,96.0,102.294822692871,82.3,125.28541,4053.47998595604,12.51,1.58394825779579,24.1,6.65587470097853
15119,2018,15659.4808675628,2.43488981353057,7.5,96.0,103.173049926758,84.9,134.6365175,4172.29678141718,12.436,1.78538584857741,25.5,6.63076978367498
15379,2019,14495.716721687,2.55754475703327,7.5,96.0,104.405769348145,85.0,131.5774455,4218.62068793083,12.357,1.59911795256016,25.3,6.85127898361391
15639,2020,13114.815470545,3.04549084804326,9.9,96.0,103.691688537598,87.5,129.8851806,4166.72173286725,12.273,0.896491953505063,26.7,6.40613849094381
15899,2021,16216.5706467899,4.52456838259144,9.9,96.0,106.673522949219,90.2,136.3134058,4306.7208858565,12.183,0.441498091207504,24.2,6.43958928747831
16159,2022,15451.1319576678,11.643866711056,4.7,97.1600036621094,106.068328857422,93.5,134.7453263,4422.38228375379,12.088,0.495789591494285,24.2,6.41271258335534
16419,2023,17067.8136150601,7.58168251407962,4.7,97.1600036621094,106.068328857422,94.5,134.7453263,4240.07831593276,11.988,0.53962870957127,24.2,6.1785502548854
16679,2024,17067.8136150601,4.29763891572524,4.7,97.1600036621094,106.068328857422,94.5,134.7453263,4240.07831593276,11.988,0.53962870957127,24.2,6.1785502548854
13040,2010,4550.47394356715,3.17532475269199,62.3,95.0,91.5271835327148,34.3,63.71521287,2943.58995443689,50.774,0.482959688678361,12.3,8.41957554169267
13300,2011,5614.38602225277,5.55389892257493,58.7,95.0,92.9864196777344,38.3,72.67381064,3295.78486805176,49.489,0.546457594880274,11.3,9.10714806677893
13560,2012,6300.58217951734,2.61952432645541,54.0,95.0,93.3106079101562,42.3,81.38349829,3466.02027780444,48.235,0.678345458846803,11.5,9.30574520562107
13820,2013,7020.3860742288,2.62105001748115,47.1,95.0,93.3106079101562,45.8,89.31856151,3757.18508846571,46.987,0.666072977690069,11.5,9.64065381004079
14080,2014,7636.07434020616,1.92164162788521,42.1,95.0,93.3106079101562,47.9,92.84598562,4006.16826789906,45.741,0.630326389541893,11.9,9.69158660504716
14340,2015,8016.44559489998,1.43702380935655,37.7,95.0,93.3106079101562,50.3,92.70071605,4017.07781948893,44.5,0.581456146657648,12.2,9.50741060687316
14600,2016,8094.39016735149,2.00000182191943,34.1,95.0,93.3106079101562,53.2,97.36386675,4237.54530584599,43.264,0.573050906069647,12.6,9.44358678186181
14860,2017,8817.04560829162,1.59313600071436,31.9,95.0,93.3106079101562,54.3,104.2265872,4571.04242541442,42.04,0.605245013482969,13.1,9.57038722546313
15120,2018,9905.40638304527,2.07479039965576,27.9,95.0,93.3106079101562,59.2,116.3882038,4842.2067923237,40.848,0.467672053461959,13.5,9.94873905728706
15380,2019,10143.8602206165,2.89923416358227,24.6,95.0,93.3106079101562,64.1,122.8132903,5082.38779040238,39.692,0.354740890170827,14.3,10.1407082248561
15640,2020,10408.7195541075,2.41942189457782,24.8,97.0,93.3106079101562,70.1,120.5961882,5261.94103890582,38.572,0.238040870229883,14.9,10.2741823400184
